,URL_ID,POSITIVE_SCORE,NEGATIVE_SCORE,POLARITY_SCORE,SUBJECTIVITY_SCORE,AVG_SENTENCE_LENGTH,PERCENTAGE_OF_COMPLEX_WORDS,FOG_INDEX,AVG_NUMBER_OF_WORDS_PER_SENTENCE,COMPLEX_WORD_COUNT,WORD_COUNT,SYLLABLE_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
0,bctech2011,4098,0,0.09618284389739613,0.39166446116073034,21.79787234042553,29.79502196193265,20.637157720943275,21.79787234042553,1221,4098,1.8030746705710103,24,5.4856027330405075
1,bctech2012,1608,0,0.13982824534772592,0.4042274824742356,25.523809523809526,25.870646766169152,20.557782515991473,25.523809523809526,416,1608,1.7531094527363185,24,5.513681592039801
2,bctech2013,1743,0,0.1541607848673067,0.4550830510069641,37.891304347826086,24.268502581755595,24.863922771832673,37.891304347826086,423,1743,1.70223752151463,23,5.38324727481354
3,bctech2014,1587,0,0.13576639409972743,0.3608325830548052,24.415384615384614,26.27599243856333,20.27655082157918,24.415384615384614,417,1587,1.7403906742281032,23,5.4303717706364205
4,bctech2015,1709,0,0.12302286191175081,0.38762184317739873,44.973684210526315,24.51726155646577,27.796378306796836,44.973684210526315,419,1709,1.6729081334113516,23,5.273844353423055
5,bctech2016,1580,0,0.16151248295083914,0.3887092131612679,24.6875,25.63291139240506,20.128164556962027,24.6875,405,1580,1.6955696202531645,23,5.314556962025317
6,bctech2017,1418,0,0.13554609804609807,0.3640575640575641,35.45,24.894217207334275,24.137686882933714,35.45,353,1418,1.6727785613540198,23,5.332157968970381
7,bctech2018,1468,0,0.11684751651856914,0.36522271588061056,41.94285714285714,24.38692098092643,26.531911249513428,41.94285714285714,358,1468,1.6880108991825613,23,5.3269754768392374
8,bctech2019,1593,0,0.14165904518017197,0.3860465825254558,40.84615384615385,22.598870056497177,25.37800956106041,40.84615384615385,360,1593,1.6597614563716259,23,5.270558694287508
9,bctech2020,1844,0,0.1293193605074794,0.40867515322960857,47.282051282051285,27.81995661605206,30.040803159241342,47.282051282051285,513,1844,1.7819956616052062,26,5.488611713665944
10,bctech2021,1622,0,0.15063852813852818,0.3873202987488701,24.953846153846154,24.9691738594328,19.969208005311586,24.953846153846154,405,1622,1.7133168927250308,25,5.419235511713933
11,bctech2022,1852,0,0.12310721193699918,0.4012261674495717,41.17777777777778,22.73218142548596,25.563983681305498,41.17777777777778,421,1852,1.670086393088553,23,5.369870410367171
12,bctech2023,1689,0,0.1344532279314888,0.40483719179371347,54.483870967741936,23.978685612788635,31.38502263221223,54.483870967741936,405,1689,1.6903493191237418,30,5.282415630550622
13,bctech2024,1888,0,0.1468303571428572,0.4326936778499278,48.41025641025641,24.629237288135595,29.215797479356805,48.41025641025641,465,1888,1.7039194915254237,33,5.289724576271187
14,bctech2025,1929,0,0.1527421271538919,0.4005956298603357,38.58,23.431829963711767,24.804731985484707,38.58,452,1929,1.6842923794712286,46,5.199585277345775
15,bctech2026,1979,0,0.1735485287659201,0.43966528640441666,41.229166666666664,22.334512379989892,25.425471618662627,41.229166666666664,442,1979,1.631632137443153,30,5.151086407276402
16,bctech2027,1898,0,0.12439971139971147,0.38102494331065756,34.50909090909091,22.708113804004213,22.88688188523805,34.50909090909091,431,1898,1.649631190727081,32,5.236564805057956
17,bctech2028,2068,0,0.1525619660575413,0.4218577145568295,40.549019607843135,21.034816247582206,24.633534342170137,40.549019607843135,435,2068,1.6552224371373307,23,5.215183752417795
18,bctech2029,2180,0,0.16791546416546418,0.46416967291967287,37.58620689655172,22.798165137614678,24.153748813666564,37.58620689655172,497,2180,1.661467889908257,45,5.179357798165138
19,bctech2030,1884,0,0.16449350649350655,0.40085714285714275,40.95652173913044,22.505307855626327,25.384731837902706,40.95652173913044,424,1884,1.6687898089171975,28,5.262208067940552
20,bctech2031,2156,0,0.12450629435923556,0.38817122420063593,40.679245283018865,23.00556586270872,25.473924458291037,40.679245283018865,496,2156,1.6641929499072357,39,5.24582560296846
21,bctech2032,1584,0,0.13296181430509788,0.3791513213155005,49.5,21.085858585858585,28.234343434343437,49.5,334,1584,1.5965909090909092,29,5.041666666666667
22,bctech2033,1730,0,0.12661752661752662,0.40522551772551757,39.34090909090909,24.6242774566474,25.586074619022597,39.34090909090909,426,1730,1.6959537572254335,24,5.326589595375722
23,bctech2034,2169,0,0.10686507936507939,0.4387481962481961,40.924528301886795,21.94559704933149,25.148050140487314,40.924528301886795,476,2169,1.6053480866758876,23,5.1120331950207465
24,bctech2035,1825,0,0.19869941105406225,0.46627655290445985,34.43396226415094,25.753424657534246,24.074954768674075,34.43396226415094,470,1825,1.7326027397260273,27,5.290958904109589
25,bctech2036,2023,0,0.1373550932842969,0.385613339462897,33.16393442622951,20.810677212061297,21.589844655316327,33.16393442622951,421,2023,1.5991102323282254,24,5.0721700444883835
26,bctech2037,2116,0,0.05108529211834996,0.39776448069836495,51.609756097560975,19.896030245746694,28.60231453732307,51.609756097560975,421,2116,1.6053875236294897,37,5.101606805293006
27,bctech2038,1536,0,0.14655294953802417,0.37142857142857144,49.54838709677419,20.5078125,28.02247983870968,49.54838709677419,315,1536,1.583984375,29,5.106770833333333
28,bctech2039,1332,0,0.15928199404761909,0.3486950549450549,57.91304347826087,22.22222222222222,32.05410628019324,57.91304347826087,296,1332,1.617867867867868,27,5.115615615615615
29,bctech2040,1420,0,0.13896949404761902,0.3466517857142856,94.66666666666667,21.267605633802816,46.373708920187795,94.66666666666667,302,1420,1.6246478873239436,35,5.1852112676056334
30,bctech2041,1237,0,0.18668014375561548,0.3695417789757413,103.08333333333333,22.55456750202102,50.25516033414174,103.08333333333333,279,1237,1.650767987065481,31,5.185933710590137
31,bctech2042,1326,0,0.15046408393866026,0.38351493139628734,88.4,22.171945701357465,44.22877828054299,88.4,294,1326,1.643288084464555,28,5.1455505279034695
32,bctech2043,1403,0,0.16144338118022333,0.3670240943267259,87.6875,21.168923734853884,43.542569493941556,87.6875,297,1403,1.5915894511760513,24,5.054169636493229
33,bctech2044,1643,0,0.14010664132615358,0.3432755252877203,43.23684210526316,22.94583079732197,26.47306916103405,43.23684210526316,377,1643,1.598904443091905,28,5.298843578819233
34,bctech2045,1487,0,0.16993243243243245,0.4068532818532819,45.06060606060606,21.51983860121049,26.632177864726625,45.06060606060606,320,1487,1.6025554808338938,29,5.097511768661735
35,bctech2046,1337,0,0.17667942176870752,0.3551020408163266,53.48,22.36350037397158,30.337400149588632,53.48,299,1337,1.6409872849663425,27,5.181002243829469
36,bctech2047,1517,0,0.1906778827233373,0.39223590262551294,79.84210526315789,22.544495715227423,40.95464039135413,79.84210526315789,342,1517,1.6374423203691497,23,5.137771918259723
37,bctech2048,1296,0,0.18569444444444447,0.3975793650793651,76.23529411764706,22.453703703703702,39.47559912854031,76.23529411764706,291,1296,1.6350308641975309,24,5.18287037037037
38,bctech2049,1567,0,0.13787114845938375,0.3733613445378152,58.03703703703704,21.442246330567965,31.791713347042005,58.03703703703704,336,1567,1.6343331206126357,31,5.06892150606254
39,bctech2050,1411,0,0.18305952380952384,0.3574603174603174,58.791666666666664,22.32459248759745,32.44650366170565,58.791666666666664,315,1411,1.656272147413182,24,5.193479801559178
40,bctech2051,1741,0,0.1416287176027436,0.3872603586889301,56.16129032258065,22.228604250430788,31.355957829204574,56.16129032258065,387,1741,1.6524985640436531,26,5.176909821941413
41,bctech2052,1458,0,0.1760721500721501,0.38909235209235205,48.6,21.193415637860085,27.91736625514403,48.6,309,1458,1.6008230452674896,30,5.045267489711934
42,bctech2053,1486,0,0.1593058350100604,0.37702883970489603,51.241379310344826,21.399730820995963,29.056444052536314,51.241379310344826,318,1486,1.6184387617765814,35,5.211978465679677
43,bctech2054,1482,0,0.16218496115756395,0.38738213840953567,42.34285714285714,20.31039136302294,25.061299402352034,42.34285714285714,301,1482,1.5728744939271255,38,4.958164642375169
44,bctech2055,1559,0,0.1913642213642214,0.4260617760617761,38.02439024390244,21.423989737010903,23.77935199236534,38.02439024390244,334,1559,1.5843489416292496,28,5.005131494547787
45,bctech2056,2298,0,0.152787508108609,0.396006434951389,31.47945205479452,21.496953872932988,21.190562371091005,31.47945205479452,494,2298,1.614882506527415,31,5.06266318537859
46,bctech2057,1529,0,0.13628639069264076,0.38758978521478527,54.607142857142854,22.759973839110533,30.94684667850136,54.607142857142854,348,1529,1.6533682145192936,23,5.194898626553303
47,bctech2058,1741,0,0.14692482314433536,0.3518767817548306,82.9047619047619,22.28604250430787,42.07632176362791,82.9047619047619,388,1741,1.6766226306720275,23,5.2837449741527855
48,bctech2059,1402,0,0.2059020791415158,0.4061368209255533,73.78947368421052,23.03851640513552,38.73119603573842,73.78947368421052,323,1402,1.6904422253922968,24,5.262482168330956
49,bctech2060,1392,0,0.1880376344086022,0.3993087557603687,81.88235294117646,23.275862068965516,42.0632860040568,81.88235294117646,324,1392,1.665948275862069,23,5.218390804597701
50,bctech2061,1804,0,0.11853269220739106,0.43804805636130945,41.95348837209303,22.45011086474501,25.761439694735216,41.95348837209303,405,1804,1.6225055432372506,51,5.062638580931264
51,bctech2062,1632,0,0.1262211740041929,0.39994609164420486,46.628571428571426,20.40441176470588,26.813193277310923,46.628571428571426,333,1632,1.6047794117647058,40,4.977328431372549
52,bctech2063,1690,0,0.12356415136587554,0.316256157635468,39.30232558139535,19.467455621301774,23.50791248107885,39.30232558139535,329,1690,1.5597633136094675,48,4.879289940828403
53,bctech2064,1501,0,0.18186177248677252,0.38556547619047626,38.48717948717949,21.985343104596936,24.189009036710573,38.48717948717949,330,1501,1.6189207195203197,30,5.157228514323784
54,bctech2065,1530,0,0.13593474426807764,0.3366549088771311,61.2,22.875816993464053,33.63032679738563,61.2,350,1530,1.6150326797385621,26,5.108496732026143
55,bctech2066,1305,0,0.22222394008108295,0.420287913145056,76.76470588235294,23.295019157088124,40.02389001577643,76.76470588235294,304,1305,1.656704980842912,25,5.173180076628353
56,bctech2067,1584,0,0.21624999999999991,0.421220238095238,45.25714285714286,21.022727272727273,26.511948051948053,45.25714285714286,333,1584,1.6035353535353536,34,5.0397727272727275
57,bctech2068,1468,0,0.17041023791023793,0.3581545306545307,43.1764705882353,21.934604904632153,26.044430197146983,43.1764705882353,322,1468,1.6212534059945505,32,5.102179836512262
58,bctech2069,1270,0,0.13573318216175362,0.3736394557823129,57.72727272727273,23.543307086614174,32.50823192555476,57.72727272727273,299,1270,1.6748031496062992,23,5.27244094488189
59,bctech2070,1169,0,0.19865520282186952,0.3824514991181659,68.76470588235294,23.69546621043627,36.984068837115686,68.76470588235294,277,1169,1.658682634730539,24,5.213857998289136
60,bctech2071,1250,0,0.16260393046107338,0.38945578231292516,62.5,23.200000000000003,34.28,62.5,290,1250,1.6624,23,5.2432
61,bctech2072,1271,0,0.15319021774245659,0.3642824836854687,60.523809523809526,22.738001573564123,33.304724438949464,60.523809523809526,289,1271,1.6546026750590086,25,5.219512195121951
62,bctech2073,1188,0,0.17990079365079373,0.3768452380952381,69.88235294117646,24.494949494949495,37.75092097445039,69.88235294117646,291,1188,1.686026936026936,24,5.3173400673400675
63,bctech2074,1279,0,0.1399531024531025,0.36033549783549773,47.370370370370374,23.924941360437842,28.518124692323283,47.370370370370374,306,1279,1.6786551993745114,26,5.272869429241595
64,bctech2075,1448,0,0.17504960317460322,0.3822255291005291,45.25,21.892265193370168,26.856906077348068,45.25,317,1448,1.6243093922651934,33,5.122237569060774
65,bctech2076,1523,0,0.16179060665362036,0.39478147423352905,49.12903225806452,22.58699934340118,28.686412640586283,49.12903225806452,344,1523,1.6690741956664479,37,5.244254760341431
66,bctech2077,1516,0,0.17719237832874202,0.43159845205299746,50.53333333333333,21.17414248021108,28.68299032541777,50.53333333333333,321,1516,1.6391820580474934,34,5.121372031662269
67,bctech2078,1563,0,0.12251864601262194,0.42332185886402757,45.970588235294116,20.537428023032632,26.6032065033307,45.970588235294116,321,1563,1.6052463211772232,34,5.019833653230966
68,bctech2079,1467,0,0.18159271284271286,0.39671717171717175,48.9,22.83571915473756,28.69428766189502,48.9,335,1467,1.6571233810497614,36,5.186775732788003
69,bctech2080,1381,0,0.1579664057403784,0.4009295499021526,60.04347826086956,23.823316437364227,33.54671787929352,60.04347826086956,329,1381,1.66908037653874,28,5.293989862418537
70,bctech2081,1969,0,0.16492459153749475,0.3833100591165108,41.8936170212766,23.768410360589133,26.26481095274629,41.8936170212766,468,1969,1.69070594210259,28,5.259014728288471
71,bctech2082,1562,0,0.13795662100456627,0.4767367906066537,57.888888888888886,21.382842509603073,31.708692559396788,57.888888888888886,334,1562,1.617157490396927,28,5.053777208706786
72,bctech2083,1463,0,0.13105408647577324,0.36160355708548486,45.71875,22.966507177033492,27.474102870813397,45.71875,336,1463,1.6397812713602187,24,5.12987012987013
73,bctech2084,1290,0,0.1697759282970551,0.41214285714285714,61.42857142857143,21.31782945736434,33.09856035437431,61.42857142857143,275,1290,1.5883720930232559,23,5.014728682170543
74,bctech2085,1499,0,0.17013655069210626,0.4010234621345733,59.96,22.081387591727818,32.81655503669113,59.96,331,1499,1.6304202801867913,27,5.086057371581054
75,bctech2086,1470,0,0.1538530465949821,0.3259600614439324,52.5,21.428571428571427,29.571428571428573,52.5,315,1470,1.6258503401360545,29,5.160544217687074
76,bctech2087,1408,0,0.16962719298245615,0.4337406015037594,64.0,22.585227272727273,34.634090909090915,64.0,318,1408,1.6356534090909092,33,5.191051136363637
77,bctech2088,1354,0,0.13604973544973548,0.43355873015873014,54.16,24.002954209748893,31.265181683899556,54.16,325,1354,1.6920236336779912,32,5.251107828655835
78,bctech2089,1452,0,0.14162369493251847,0.3608861726508785,51.857142857142854,21.349862258953166,29.282802046438405,51.857142857142854,310,1452,1.6363636363636365,36,5.0792011019283745
79,bctech2090,1579,0,0.15547945205479455,0.3795988258317025,68.65217391304348,22.60924635845472,36.50456810859928,68.65217391304348,357,1579,1.6466117796073465,22,5.1963267891070295
80,bctech2091,1543,0,0.11863553113553117,0.3674777603349032,53.206896551724135,22.099805573558005,30.122680850112857,53.206896551724135,341,1543,1.6526247569669474,22,5.1406351263771874
81,bctech2092,1276,0,0.16221611721611723,0.37054945054945054,91.14285714285714,23.04075235109718,45.67344379758173,91.14285714285714,294,1276,1.6700626959247649,23,5.258620689655173
82,bctech2093,1378,0,0.16069677871148458,0.375280112044818,49.214285714285715,22.641509433962266,28.742318059299194,49.214285714285715,312,1378,1.6502177068214805,23,5.211901306240929
83,bctech2094,1414,0,0.17123848373848377,0.37480297480297486,56.56,23.196605374823196,31.902642149929278,56.56,328,1414,1.657001414427157,22,5.215700141442715
84,bctech2095,1326,0,0.15271787960467204,0.4016172506738545,78.0,23.755656108597282,40.70226244343891,78.0,315,1326,1.689291101055807,22,5.294117647058823
85,bctech2096,1295,0,0.16670771756978658,0.3708743842364532,99.61538461538461,23.243243243243246,49.143451143451145,99.61538461538461,301,1295,1.6579150579150579,26,5.15984555984556
86,bctech2097,1411,0,0.17452380952380955,0.36375457875457873,54.26923076923077,22.820694542877394,30.835970124843268,54.26923076923077,322,1411,1.6697377746279234,22,5.214741318214033
87,bctech2098,1513,0,0.15793407043407048,0.39458289458289464,40.891891891891895,22.075346992729678,25.18689555384863,40.891891891891895,334,1513,1.6358228684732319,27,5.185723727693325
88,bctech2099,1504,0,0.15211366915912378,0.35169073350891533,35.80952380952381,21.143617021276594,22.781256332320165,35.80952380952381,318,1504,1.625,25,5.09375
89,bctech2100,1353,0,0.1623888498888499,0.4018442143442144,84.5625,20.620842572062084,42.07333702882484,84.5625,279,1353,1.630450849963045,26,5.110125646711013
90,bctech2101,1407,0,0.11522657450076802,0.4263824884792627,100.5,22.174840085287848,49.069936034115145,100.5,312,1407,1.6474769012082444,26,5.171286425017768
91,bctech2102,2224,0,0.1680008210180624,0.39148193760262723,41.9622641509434,20.908273381294965,25.148215012895346,41.9622641509434,465,2224,1.589928057553957,25,4.992356115107913
92,bctech2103,2237,0,0.14105746404133498,0.43378857701438334,39.24561403508772,21.233795261510952,24.19176371863947,39.24561403508772,475,2237,1.616897630755476,24,5.016092981671882
93,bctech2104,1311,0,0.1372555649478726,0.37700901662440117,48.55555555555556,24.02745995423341,29.033206203915586,48.55555555555556,315,1311,1.6872616323417238,23,5.28604118993135
94,bctech2105,1463,0,0.13658730158730162,0.3527240537240537,48.766666666666666,21.872863978127135,28.255812257917526,48.766666666666666,320,1463,1.6438824333561175,25,5.120984278879016
95,bctech2106,1313,0,0.16509589947089953,0.3755291005291005,54.708333333333336,24.067022086824068,31.510142168062966,54.708333333333336,316,1313,1.680883472962681,24,5.298552932216299
96,bctech2107,1461,0,0.13763300296195036,0.3771684894053316,54.111111111111114,21.6290212183436,30.296052931781887,54.111111111111114,316,1461,1.6386036960985626,23,5.147159479808351
97,bctech2108,1309,0,0.15385681669928247,0.3942677756033921,65.45,23.682200152788386,35.652880061115354,65.45,310,1309,1.6745607333842627,26,5.259740259740259
98,bctech2109,1609,0,0.13347723704866568,0.36963631606488756,59.592592592592595,23.368551895587323,33.18445779527197,59.592592592592595,376,1609,1.6544437538844003,27,5.170292106898695
99,bctech2110,1295,0,0.17442129629629635,0.4008267195767196,46.25,22.934362934362934,27.673745173745175,46.25,297,1295,1.664092664092664,30,5.207722007722007
100,bctech2111,1446,0,0.1403597664961302,0.37497868293322834,43.81818181818182,21.57676348547718,26.1579781214636,43.81818181818182,312,1446,1.623789764868603,30,5.095435684647303
101,bctech2112,1351,0,0.12943022980336413,0.3776060175313906,58.73913043478261,22.797927461139896,32.614823158369,58.73913043478261,308,1351,1.6661732050333087,28,5.25018504811251
102,bctech2113,1549,0,0.16695095948827293,0.3816275764036958,51.63333333333333,22.207876049063913,29.536483752958897,51.63333333333333,344,1549,1.6404131697869593,32,5.098127824402841
103,bctech2114,1276,0,0.15497311827956994,0.3454109062980031,70.88888888888889,22.49216300940439,37.35242075931731,70.88888888888889,287,1276,1.6567398119122256,24,5.183385579937304
104,bctech2115,2082,0,0.13853561749903218,0.41668602400309723,35.89655172413793,19.788664745437078,22.274086587830006,35.89655172413793,412,2082,1.590297790585975,26,5.011527377521614
105,bctech2116,1717,0,0.21370336013193159,0.41106988249845394,39.93023255813954,18.462434478741994,23.357066814752613,39.93023255813954,317,1717,1.5428072218986604,43,4.819452533488643
106,bctech2117,1389,0,0.13922991071428573,0.40264136904761905,55.56,22.67818574514039,31.295274298056157,55.56,315,1389,1.6083513318934486,22,5.074874010079194
107,bctech2118,1297,0,0.16440648723257423,0.3814354727398206,64.85,23.13030069390902,35.19212027756361,64.85,300,1297,1.686969930609098,22,5.268311488049345
108,bctech2119,1407,0,0.1410714285714286,0.40608284409654266,48.51724137931034,21.321961620469082,27.93568119991177,48.51724137931034,300,1407,1.6140724946695095,30,5.053304904051172
109,bctech2120,1605,0,0.13693553178847304,0.4323516352928118,59.44444444444444,20.12461059190031,31.8276220145379,59.44444444444444,323,1605,1.5688473520249222,27,5.003738317757009
110,bctech2121,1636,0,0.1613636363636364,0.3775355596784168,52.774193548387096,20.660146699266505,29.373736099061446,52.774193548387096,338,1636,1.597799511002445,31,5.0733496332518335
111,bctech2122,1451,0,0.17112445168000728,0.41722591537406356,60.458333333333336,21.64024810475534,32.83943257523547,60.458333333333336,314,1451,1.6257753273604412,30,5.052377670572019
112,bctech2123,1685,0,0.20512666345999683,0.4088903637514748,70.20833333333333,19.940652818991097,36.05959446092977,70.20833333333333,336,1685,1.6237388724035609,32,5.0207715133531154
113,bctech2124,1269,0,0.15008320532514083,0.411283922171019,70.5,22.22222222222222,37.088888888888896,70.5,282,1269,1.6477541371158393,28,5.178881008668243
114,bctech2125,1421,0,0.1370537471186822,0.41894642154382417,61.78260869565217,23.715693173821254,34.19932074778937,61.78260869565217,337,1421,1.6868402533427165,22,5.2737508796622095
115,bctech2126,1871,0,0.11550317152726797,0.3678475139318513,46.775,20.470336718332444,26.898134687332977,46.775,383,1871,1.5820416889363977,31,4.975948690539818
116,bctech2127,2626,0,0.08137634424399132,0.38067661505161493,42.354838709677416,18.84996191926885,24.481920251578508,42.354838709677416,495,2626,1.5632140137090633,34,4.910510281797411
117,bctech2128,1894,0,0.10384650072150076,0.4281015512265513,47.35,21.330517423442448,27.472206969376984,47.35,404,1894,1.6367476240760295,28,5.173706441393875
118,bctech2129,1103,0,0.17080086580086584,0.382012987012987,91.91666666666667,24.660018132366275,46.63067391961318,91.91666666666667,272,1103,1.7243880326382592,23,5.5548504079782415
119,bctech2130,1173,0,0.14670995670995668,0.38110389610389617,69.0,24.978687127024724,37.591474850809895,69.0,293,1173,1.712702472293265,22,5.358908780903666
120,bctech2131,1170,0,0.1705529319165683,0.3890653286107832,78.0,24.786324786324787,41.11452991452992,78.0,290,1170,1.6905982905982906,22,5.295726495726496
121,bctech2132,1208,0,0.12823412698412695,0.381984126984127,80.53333333333333,24.00662251655629,41.81598233995585,80.53333333333333,290,1208,1.663907284768212,23,5.250827814569536
122,bctech2133,1138,0,0.1581358699779753,0.383893445735551,63.22222222222222,25.13181019332162,35.34161296621754,63.22222222222222,286,1138,1.7012302284710017,22,5.343585237258348
123,bctech2134,1161,0,0.178982683982684,0.397012987012987,72.5625,23.858742463393625,38.568496985357456,72.5625,277,1161,1.6787252368647718,22,5.304909560723514
124,bctech2135,1813,0,0.15511562712649674,0.45011103027407373,49.0,21.345835631549917,28.13833425261997,49.0,387,1813,1.5945945945945945,46,4.942084942084942
125,bctech2136,1222,0,0.1700233100233101,0.42047452547452546,64.3157894736842,23.895253682487724,35.28441726246877,64.3157894736842,292,1222,1.6857610474631752,26,5.341243862520458
126,bctech2137,1617,0,0.13191401971522457,0.4739718614718614,50.53125,22.758194186765614,29.31577767470625,50.53125,368,1617,1.660482374768089,25,5.0810142238713665
127,bctech2138,1326,0,0.1641904761904762,0.40483150183150185,66.3,22.09653092006033,35.35861236802413,66.3,293,1326,1.6236802413273002,23,5.127450980392157
128,bctech2139,1513,0,0.13058531746031748,0.4072867063492064,47.28125,23.198942498347655,28.192076999339065,47.28125,351,1513,1.6668869795109056,34,5.146067415730337
129,bctech2140,1541,0,0.15101478607972119,0.39139849328161025,53.13793103448276,21.414665801427642,29.821038734364166,53.13793103448276,330,1541,1.617780661907852,32,5.0460739779364046
130,bctech2141,1439,0,0.16692063492063494,0.4002539682539683,57.56,21.403752605976372,31.585501042390547,57.56,308,1439,1.6275191104933981,23,5.135510771369006
131,bctech2142,1427,0,0.1532159391534392,0.4131117724867725,52.851851851851855,22.214435879467416,30.026515092527713,52.851851851851855,317,1427,1.6405045550105115,30,5.241065171688858
132,bctech2143,1312,0,0.12729468599033816,0.3247239475500345,65.6,23.78048780487805,35.75219512195122,65.6,312,1312,1.663109756097561,22,5.189786585365853
133,bctech2144,1328,0,0.14725672877846793,0.3917011732229123,57.73913043478261,22.515060240963855,32.10167627029858,57.73913043478261,299,1328,1.6325301204819278,22,5.137801204819277
134,bctech2145,1262,0,0.14721582181259604,0.3400921658986175,57.36363636363637,23.851030110935024,32.485866589828554,57.36363636363637,301,1262,1.6782884310618067,22,5.239302694136292
135,bctech2146,1278,0,0.14375487900078066,0.34839968774395,71.0,23.474178403755868,37.78967136150235,71.0,300,1278,1.6737089201877935,22,5.234741784037559
136,bctech2147,1299,0,0.14330808080808086,0.3902417027417028,46.392857142857146,23.248652809853734,27.85660398108435,46.392857142857146,302,1299,1.6520400307929177,22,5.167821401077752
137,bctech2148,1317,0,0.13022774327122152,0.3598171152518978,69.3157894736842,22.247532270311314,36.625328697598206,69.3157894736842,293,1317,1.6408504176157934,22,5.100987091875474
138,bctech2149,1314,0,0.13328373015873016,0.38424823633156957,59.72727272727273,22.907153729071535,33.0537705825377,59.72727272727273,301,1314,1.6484018264840183,22,5.12937595129376
139,bctech2150,1536,0,0.13056006493506497,0.4174332611832613,51.2,20.442708333333336,28.657083333333333,51.2,314,1536,1.5611979166666667,24,5.009765625
140,bctech2151,2034,0,0.1266912806957055,0.4070768685591695,35.06896551724138,20.30481809242871,22.149513443868038,35.06896551724138,413,2034,1.6224188790560472,28,5.121435594886922
141,bctech2152,1709,0,0.0970176078603045,0.43431416897709035,46.189189189189186,23.522527794031596,27.884686793288314,46.189189189189186,402,1709,1.6483323581041545,29,5.151550614394383
142,bctech2153,2051,0,0.1364737345987346,0.42028409090909113,46.61363636363637,21.794246708922476,27.36315322902354,46.61363636363637,447,2051,1.6426133593369088,25,5.091662603607996
143,bctech2154,2585,0,0.09068082137161083,0.2986155730234679,33.57142857142857,20.73500967117988,21.72257529704338,33.57142857142857,536,2585,1.6263056092843327,29,4.991489361702127
144,bctech2155,1471,0,0.13066564661392246,0.3704819127232921,52.535714285714285,19.782460910944934,28.927270078663685,52.535714285714285,291,1471,1.601631543167913,36,5.033990482664854
145,bctech2156,1175,0,0.15069916855631146,0.41088435374149657,106.81818181818181,23.74468085106383,52.225145067698264,106.81818181818181,279,1175,1.672340425531915,22,5.251063829787234
146,bctech2157,1169,0,0.15194235588972432,0.378968253968254,50.82608695652174,23.52437981180496,29.74018670733068,50.82608695652174,275,1169,1.6578272027373824,25,5.181351582549187
